# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
S15-004   +4.999410e+01   +4.616231e-07 +7.205258e-05 -2.254580e+00 -4.347417e-02 -1.711388e+00 -1.227359e+02 -9.778412e+03 +6.153436e+04 +1.241447e+09 +5.480147e+08 +3.163677e+09 +1.637731e+13 +8.309012e+14 -3.246825e+16 -2.917164e+20   -2.884954e-10 +1.407125e-04 +6.327885e-04 -2.254724e-02 -2.388390e+00 +5.025577e+01 +7.092205e+03 -5.626638e+05 -4.343271e+08 +2.577138e+09 -7.937457e+09 +3.334932e+11 -4.018886e+14 +1.684933e+17 +7.198247e+19
S15-006   +4.999425e+01   +2.325301e-07 +8.809571e-05 -2.254281e+00 -1.714766e-02 -7.019775e+00 +2.579649e+01 -1.881153e+04 -2.065306e+05 +1.258415e+09 +4.868836e+08 -3.373616e+10 +8.202295e+12 +1.552802e+15 +1.156941e+17 -2.897329e+20   -2.871000e-08 +1.054723e-04 +1.602367e-03 -6.168205e-02 +5.339518e-01 +8.860165e+00 -1.810811e+02 -9.603510e+04 -3.949156e+08 +2.014714e+09 +6.092535e+10 -9.764471e+12 -5.119939e+13 +3.584426e+16 +6.869346e+19
S15-008   +4.999450e+01   -4.173521e-08 +5.050080e-05 -2.253944e+00 -6.620188e-03 -7.877643e+00 +7.105722e+01 -1.740373e+04 +2.454872e+05 +1.308547e+09 -1.826294e+07 +6.189319e+10 -2.485289e+12 +9.698729e+14 +1.307221e+16 -3.181672e+20   +1.741821e-07 +1.130318e-04 +4.610017e-04 -2.882977e-02 -7.121907e+00 +1.570839e+01 +1.117040e+04 -2.640951e+05 -1.880716e+08 -2.075324e+09 +1.322395e+11 -2.154705e+12 -2.363338e+14 +1.199129e+17 +2.207373e+19
S15-009   +4.999460e+01   +1.643665e-07 +1.008407e-04 -2.256128e+00 +2.033738e-02 -8.001542e+00 -3.763728e+01 -1.650258e+04 -7.366364e+04 +1.306471e+09 +4.423616e+08 +1.149674e+11 -4.743314e+12 +7.963206e+14 +7.388764e+16 -3.177843e+20   +7.486343e-09 +9.829802e-05 -6.887858e-04 -9.540704e-03 +2.988347e+00 +3.978058e+01 -9.084573e+03 -2.127146e+05 -1.950487e+08 +9.588404e+08 +2.095472e+11 -8.015716e+12 +3.274228e+14 +4.280000e+16 +2.743228e+19
S15-010   +4.999415e+01   +3.436518e-07 +9.709310e-05 -2.256710e+00 -4.817290e-02 -2.269526e+00 +5.874981e+01 -5.454628e+03 -2.112913e+05 +1.371951e+09 -2.978781e+08 +4.869712e+10 +6.089704e+12 +6.443862e+14 +9.171147e+16 -3.299492e+20   -3.401002e-08 +8.088906e-05 -4.807969e-04 +1.468697e-02 +5.243035e+00 -1.020693e+01 -9.723256e+03 +9.282854e+04 -3.753691e+07 -1.408428e+09 -6.622425e+10 +1.289759e+12 +1.228051e+13 +6.186256e+16 +3.141122e+17
S15-014   +4.999455e+01   +1.266058e-07 +8.776061e-05 -2.251249e+00 -2.995983e-02 -1.557990e+01 -9.363763e+01 -3.774917e+04 -7.188248e+05 +1.367459e+09 -1.606060e+08 +8.077904e+10 +4.927879e+12 +3.791077e+15 +2.198114e+17 -3.210356e+20   -8.774074e-09 +1.283202e-04 -7.535373e-05 -2.371805e-02 -2.404110e-01 -7.393208e+01 -2.447365e+03 -7.150907e+05 -1.886668e+08 +2.302243e+09 +1.436535e+11 +3.143791e+13 +2.634097e+14 -3.561904e+16 +1.153731e+19
S15-016   +4.999460e+01   -8.591828e-08 +6.823267e-05 -2.255756e+00 -8.807391e-02 -6.461990e+00 -6.011163e+01 -1.143018e+04 -1.983204e+05 +1.478681e+09 +1.108573e+09 +3.153707e+10 +1.263421e+12 +5.204338e+14 +8.715403e+16 -3.298038e+20   +5.650322e-08 +1.166393e-04 -1.012319e-03 -2.332406e-02 -3.554124e-01 +2.888438e+01 +3.772575e+03 -8.022470e+04 -3.635253e+07 -7.842331e+08 +5.539168e+10 -7.350324e+10 -7.659939e+14 +1.105934e+17 -1.882386e+18
S15-017   +4.999440e+01   +1.900103e-07 +9.974825e-05 -2.256251e+00 -6.324940e-02 -2.127200e+00 -1.264627e+02 -5.274453e+03 -2.034630e+05 +1.450251e+09 -1.324813e+08 +1.606824e+10 +5.363701e+11 +1.243870e+14 +6.904785e+16 -3.301598e+20   +4.512671e-08 +1.337227e-04 -1.982688e-03 -3.517046e-02 +1.713401e+00 +3.355324e+01 -1.341801e+03 -7.732016e+04 -4.874724e+07 -1.095863e+09 +1.103511e+10 -5.354016e+12 -7.841262e+12 +9.447620e+16 -2.098321e+18
S15-018   +4.999430e+01   +3.700420e-07 +1.077329e-04 -2.258591e+00 -1.743354e-02 +7.953997e-01 +6.187579e+01 -2.607381e+03 -1.345941e+05 +1.335828e+09 +1.140518e+09 +3.467999e+10 +8.437844e+11 +6.861450e+14 +1.194848e+17 -3.048922e+20   -2.003396e-07 +1.453530e-04 +7.488682e-04 -6.887291e-02 +1.306217e+00 -4.330514e+00 -3.317472e+02 +4.049516e+03 -2.876600e+08 +1.172686e+07 +4.596650e+10 +5.264552e+12 -8.418988e+14 +8.632350e+16 +3.850015e+19
S15-021   +4.999460e+01   +2.764199e-07 +1.140977e-04 -2.256426e+00 -1.591500e-02 -3.403100e+00 +3.310372e+02 -9.400013e+03 -1.798155e+05 +1.500643e+09 +3.462746e+08 -4.047617e+09 -1.618615e+12 +5.155663e+14 +1.034647e+17 -3.349558e+20   -1.991393e-07 +9.740806e-05 -6.387952e-04 +1.172453e-02 +3.606650e+00 +1.095595e+01 -3.245465e+03 -2.757714e+05 -3.794878e+07 -7.056110e+07 +2.032794e+09 -2.631638e+12 -2.817554e+14 +1.157983e+17 -2.930222e+18
