# multipoles are divided by excitation current and units are [T], [m] and [A]
# harmonics (dipole n=0): 00 01 02 03 04 05 06 07 08 09 10 11 12 13 14
# MAG_LABEL   CURRENT[A]   <NORMAL_MULTIPOLES/CURRENT>[T/m^(n-1)/A]   <SKEW_MULTIPOLES/CURRENT>[T/m^(n-1)/A]
S15-004   +8.999790e+01   +4.312023e-07 +7.599402e-05 -2.255186e+00 -3.268874e-02 -9.395850e-01 -1.279810e+02 -7.534669e+03 +5.058441e+04 +1.242946e+09 +9.436385e+08 -2.510140e+10 +1.316468e+13 +5.609878e+14 -2.721010e+16 -2.920265e+20   -4.245309e-08 +1.410825e-04 +6.408582e-04 -2.470150e-02 -2.055940e+00 +4.005341e+01 +6.432535e+03 -5.622518e+05 -4.342934e+08 +1.693553e+09 +9.632843e+09 -4.284817e+11 -9.533436e+14 +1.696037e+17 +7.167967e+19
S15-006   +8.999805e+01   +1.591793e-07 +8.612877e-05 -2.257100e+00 -2.451291e-02 -7.393882e+00 +2.200719e+01 -1.807797e+04 -2.883820e+05 +1.268327e+09 -3.895610e+08 -6.380753e+09 +1.162530e+13 +1.391006e+15 +1.232676e+17 -2.990318e+20   -3.639136e-08 +1.035553e-04 +1.574660e-03 -5.580268e-02 +3.149290e-01 +6.972427e-01 -1.306761e+03 -1.561914e+05 -3.810689e+08 +2.041615e+09 +9.646550e+09 -6.269760e+12 -1.020962e+14 +7.840464e+16 +6.665003e+19
S15-008   +8.999825e+01   -5.175421e-08 +4.711861e-05 -2.255547e+00 -2.075561e-02 -7.570123e+00 +5.870301e+01 -1.786176e+04 +1.954921e+05 +1.302280e+09 +1.827798e+08 +3.522553e+10 -1.023605e+12 +8.673253e+14 +1.751784e+16 -3.186286e+20   +1.791596e-07 +1.112515e-04 +4.665436e-04 -2.217410e-02 -7.541987e+00 +1.922230e+01 +1.236510e+04 -2.805727e+05 -1.842407e+08 -1.677659e+09 +8.435064e+10 -2.559058e+12 -4.659612e+14 +1.301919e+17 +1.899367e+19
S15-009   +8.999840e+01   +1.432377e-07 +9.625847e-05 -2.257736e+00 +3.758230e-03 -7.507308e+00 -4.141770e+01 -1.610212e+04 -7.041132e+04 +1.303419e+09 +8.757930e+07 +5.597388e+10 -4.538887e+10 +9.069257e+14 +7.252601e+16 -3.195293e+20   +2.456348e-09 +9.978048e-05 -6.786190e-04 -1.325124e-02 +2.836656e+00 +4.191235e+01 -7.599772e+03 -2.802628e+05 -1.887571e+08 +7.902539e+08 +9.379683e+10 -8.151733e+12 +2.448956e+14 +2.986272e+16 +2.654012e+19
S15-010   +8.999795e+01   +3.283395e-07 +1.016199e-04 -2.257987e+00 -2.913703e-02 -1.693229e+00 +6.962089e+01 -3.928031e+03 -1.779212e+05 +1.368222e+09 -2.786907e+08 +2.412884e+10 +7.488432e+12 +1.948375e+14 +1.065725e+17 -3.310873e+20   -9.649974e-08 +8.181233e-05 -3.251821e-04 +1.089936e-02 +5.678948e+00 -1.895142e+01 -1.034112e+04 +7.529954e+04 -8.929851e+07 -1.696776e+09 -8.211323e+10 +5.596396e+12 +4.491173e+14 +3.833952e+16 +6.729843e+18
S15-014   +8.999825e+01   +1.265321e-07 +8.487433e-05 -2.252235e+00 -3.156235e-02 -1.498085e+01 -1.019064e+02 -3.817172e+04 -6.782599e+05 +1.367424e+09 +9.185164e+07 +1.643640e+10 +1.952801e+13 +4.144819e+15 +2.539714e+17 -3.195617e+20   -3.965727e-08 +1.304539e-04 -8.234621e-05 -2.958516e-02 -1.015630e-01 -7.169415e+01 -1.525847e+03 -7.423913e+05 -1.945946e+08 +1.668099e+09 +2.544095e+10 +4.436707e+13 +3.878429e+14 -4.115809e+15 +6.553459e+18
S15-016   +8.999840e+01   -1.440148e-07 +6.958096e-05 -2.254599e+00 -8.330464e-02 -7.271780e+00 -6.634409e+01 -1.255642e+04 -1.977244e+05 +1.476472e+09 +9.189432e+08 +5.252284e+10 +1.182463e+12 +4.136504e+14 +8.771427e+16 -3.320168e+20   +3.569257e-08 +1.142019e-04 -9.849834e-04 -1.708046e-02 -4.330256e-01 +2.625850e+01 +3.928173e+03 -8.136218e+04 -4.423509e+07 -1.173259e+09 +5.229817e+10 -1.546234e+12 -9.043624e+14 +1.028805e+17 -5.215823e+17
S15-017   +8.999810e+01   +1.325861e-07 +9.914223e-05 -2.255240e+00 -6.663360e-02 -2.867031e+00 -1.141670e+02 -5.308603e+03 -5.680177e+04 +1.474806e+09 +6.013794e+08 +8.102694e+09 -1.874552e+12 -1.171817e+14 +7.541670e+16 -3.341058e+20   +3.132912e-08 +1.329133e-04 -1.789011e-03 -3.734726e-02 +1.565314e+00 +3.810956e+01 -1.498189e+03 -6.577212e+03 -7.103347e+07 -9.625897e+08 +1.677497e+10 -3.294886e+12 -2.293125e+14 +9.416399e+16 -9.401780e+18
S15-018   +8.999785e+01   +2.916549e-07 +1.096427e-04 -2.257224e+00 -1.159299e-02 +4.174104e-01 +7.409874e+01 -2.381989e+03 -1.764660e+05 +1.333271e+09 +8.557606e+08 -4.099682e+10 +2.609641e+12 +5.469177e+14 +1.464721e+17 -3.066853e+20   -2.277429e-07 +1.454395e-04 +7.368888e-04 -7.114592e-02 +1.299015e+00 -1.180676e+01 +6.684864e+02 +8.587307e+04 -2.782754e+08 -9.687738e+08 +1.187871e+11 +5.508260e+12 -6.434963e+14 +5.017808e+16 +3.883318e+19
S15-021   +8.999790e+01   +1.579651e-07 +1.092522e-04 -2.255887e+00 -3.359538e-02 -4.099190e+00 +3.394983e+02 -1.070837e+04 -2.227645e+05 +1.503871e+09 +3.669797e+08 -3.257644e+09 -3.103231e+12 +7.175481e+14 +1.023542e+17 -3.364032e+20   -1.782434e-07 +9.867504e-05 -5.983285e-04 +2.943010e-03 +3.130239e+00 +5.841319e+00 -2.076590e+03 -2.288443e+05 -4.084750e+07 +2.039788e+05 -6.743165e+09 -2.305250e+12 -3.899154e+14 +1.116109e+17 -2.717256e+18
